ID;InkomensEnVermogensbegrippen;KenmerkenVanHuishoudens;Perioden;Ginicoefficient_1;Theilcoefficient_2;RobinHoodIndex_3;Ratio8020_4;RelatieveInterkwartielafstand_5;ParticuliereHuishoudens_6;GemiddeldBedrag_7;k_25ePercentiel_8;Mediaan_9;k_75ePercentiel_10;TotaalBedrag_11;TotaalBedragTop10_12;TotaalBedragTop1_13;TotaalBedragTop01_14
452;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2021;0.491;0.432;35.9;27.73;1.597;345.8;22.2;6.2;16.4;33.0;7.7;0.3;0.1;0.1
453;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2022;0.486;0.424;35.6;23.76;1.594;362.0;24.3;7.0;17.7;36.0;8.8;0.4;0.2;0.1
454;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2023;0.473;0.405;34.7;19.05;1.536;371.7;26.1;8.1;19.2;38.2;9.7;0.4;0.2;0.1
455;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2011;0.318;0.19;21.7;5.755;0.721;2463.4;43.9;26.0;39.5;54.8;108.0;26.2;4.5;1.0
456;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2012;0.323;0.192;22.1;5.99;0.753;2444.9;44.2;25.5;39.7;55.8;108.0;26.2;4.2;0.9
457;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2013;0.324;0.19;22.2;5.96;0.765;2422.5;44.5;25.4;40.0;56.3;107.7;25.7;4.0;0.8
458;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2014;0.33;0.2;22.7;6.036;0.776;2393.5;45.7;25.6;40.6;57.5;109.3;26.5;4.1;0.8
459;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2015;0.321;0.188;22.0;5.755;0.763;2366.6;45.2;25.9;40.7;57.3;107.1;25.1;3.8;0.8
460;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2016;0.322;0.187;22.1;5.773;0.769;2348.3;46.5;26.5;41.7;58.9;109.2;25.6;3.9;0.8
461;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2017;0.32;0.185;22.0;5.715;0.763;2345.7;48.0;27.4;43.1;60.7;112.6;26.0;3.6;0.7
462;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2018;0.317;0.184;21.7;5.638;0.751;2355.0;49.3;28.5;44.4;62.2;116.1;27.3;4.2;0.9
463;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2019;0.322;0.197;22.0;5.752;0.751;2376.3;51.9;29.9;46.6;65.2;123.4;29.5;4.8;1.3
464;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2020;0.317;0.187;21.6;5.679;0.745;2406.9;53.6;31.2;48.5;67.7;129.1;30.7;4.8;1.2
465;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2021;0.319;0.191;21.8;5.706;0.747;2424.8;56.0;32.5;50.3;70.5;135.9;33.2;5.4;1.5
466;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2022;0.316;0.186;21.5;5.574;0.737;2464.6;60.5;35.5;54.4;76.0;149.1;36.9;6.0;1.5
467;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 25 tot 45 jaar;2023;0.319;0.196;21.7;5.717;0.742;2525.4;64.3;37.5;57.8;80.7;162.3;40.5;6.8;1.8
468;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2011;0.33;0.223;22.2;5.749;0.733;2794.6;50.5;29.0;43.9;61.5;141.2;47.4;11.9;3.5
469;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2012;0.333;0.225;22.4;5.9;0.754;2805.8;51.4;29.1;44.7;63.1;144.2;48.8;12.0;3.5
470;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2013;0.336;0.23;22.6;6.016;0.764;2818.7;52.3;29.3;45.3;64.2;147.4;50.8;12.6;3.7
471;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2014;0.352;0.256;23.7;6.377;0.776;2830.0;54.9;29.7;46.4;66.1;155.5;56.4;15.5;4.3
472;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2015;0.336;0.228;22.6;5.98;0.767;2860.2;53.7;29.9;46.6;66.0;153.6;53.6;13.4;4.0
473;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2016;0.338;0.23;22.7;6.05;0.773;2892.3;55.3;30.6;47.9;68.0;159.8;56.1;14.0;4.2
474;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2017;0.346;0.245;23.1;6.266;0.774;2922.3;57.8;31.6;49.6;70.4;169.0;60.7;15.9;4.5
475;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2018;0.339;0.236;22.6;6.077;0.764;2935.7;58.4;32.4;50.6;71.4;171.3;60.5;15.6;4.8
476;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2019;0.355;0.287;23.7;6.494;0.768;2942.6;62.6;33.8;53.0;74.8;184.2;68.2;20.2;7.1
477;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2020;0.341;0.245;22.8;6.193;0.77;2942.8;63.0;34.7;54.6;77.1;185.3;65.9;17.3;5.6
478;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2021;0.345;0.256;23.0;6.302;0.776;2938.4;65.4;35.8;56.4;79.9;192.3;69.0;18.4;6.0
479;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2022;0.341;0.249;22.7;6.125;0.766;2926.7;69.9;38.6;60.5;85.3;204.7;72.8;19.5;6.5
480;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 45 tot 65 jaar;2023;0.345;0.266;22.9;6.231;0.764;2924.4;74.9;41.2;64.4;90.8;219.2;78.8;22.1;8.0
481;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2011;0.294;0.2;21.4;3.928;0.626;1705.1;30.3;19.1;24.0;34.4;51.7;6.4;2.2;0.9
482;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2012;0.3;0.216;21.7;4.046;0.635;1779.8;31.3;19.4;24.7;35.4;55.6;7.3;2.7;1.2
483;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2013;0.298;0.201;21.6;4.044;0.642;1847.8;31.7;19.7;25.2;36.1;58.5;7.5;2.5;1.0
484;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2014;0.311;0.243;22.5;4.203;0.637;1892.1;33.3;20.3;25.9;37.1;63.0;9.4;4.0;1.5
485;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2015;0.292;0.2;21.1;3.916;0.635;1954.0;32.8;20.5;26.3;37.5;64.1;8.0;2.6;1.1
486;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2016;0.294;0.198;21.3;3.959;0.64;2004.3;33.7;21.0;27.0;38.6;67.6;8.6;2.9;1.2
487;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2017;0.318;0.272;22.9;4.325;0.648;2057.9;35.7;21.4;27.6;39.6;73.4;11.5;5.5;2.5
488;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2018;0.3;0.218;21.7;4.059;0.65;2102.9;35.2;21.6;28.0;40.1;73.9;9.6;3.7;1.7
489;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2019;0.318;0.281;22.9;4.332;0.655;2151.8;37.5;22.4;29.2;41.8;80.8;12.2;5.8;3.0
490;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2020;0.302;0.224;21.8;4.128;0.656;2198.3;37.6;23.0;30.1;43.1;82.6;10.4;4.1;2.0
491;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2021;0.298;0.205;21.5;4.056;0.656;2242.4;38.7;23.7;31.2;44.5;86.8;10.4;3.8;1.6
492;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2022;0.298;0.218;21.6;3.977;0.654;2288.2;41.1;25.1;32.8;46.8;94.0;11.5;4.6;2.2
493;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: 65 jaar of ouder;2023;0.311;0.265;22.4;4.214;0.673;2335.4;45.1;26.9;35.7;51.2;105.4;14.5;6.5;3.6
494;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2011;0.339;0.226;23.0;5.944;0.82;5911.4;43.5;23.4;37.4;54.4;257.0;68.6;15.5;4.5
495;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2012;0.343;0.227;23.3;6.047;0.839;5942.8;44.1;23.4;37.7;55.4;262.0;70.2;15.5;4.5
496;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2013;0.344;0.228;23.5;6.081;0.846;5973.4;44.6;23.6;38.0;56.1;266.3;71.6;15.7;4.4
497;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2014;0.357;0.254;24.3;6.331;0.853;5977.6;46.4;24.0;38.6;57.4;277.6;78.6;19.7;5.5
498;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2015;0.342;0.225;23.3;5.926;0.842;6010.0;45.5;24.2;38.8;57.3;273.6;73.1;15.9;4.6
499;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2016;0.343;0.227;23.4;5.947;0.845;6021.1;46.9;24.8;39.8;58.9;282.4;76.1;16.8;5.0
500;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2017;0.351;0.247;23.9;6.125;0.85;6039.3;49.0;25.5;41.1;60.9;296.2;82.6;20.5;6.3
501;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2018;0.344;0.236;23.4;5.951;0.843;6046.7;49.5;26.0;42.0;61.9;299.2;81.2;19.1;6.1
502;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2019;0.357;0.278;24.2;6.238;0.847;6055.0;52.8;27.2;43.9;64.8;319.6;91.2;25.5;9.6
503;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2020;0.344;0.239;23.4;5.957;0.847;6059.6;53.3;28.0;45.4;66.8;323.3;87.4;20.8;7.0
504;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2021;;;;;;;;;;;;;;
505;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2022;;;;;;;;;;;;;;
506;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: Nederland;2023;;;;;;;;;;;;;;
507;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2011;0.389;0.302;26.8;7.729;0.939;719.5;41.3;20.1;33.0;51.5;29.7;8.9;2.7;0.8
508;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2012;0.395;0.317;27.3;8.018;0.963;735.8;41.8;20.0;32.9;52.1;30.8;9.3;2.8;0.9
509;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2013;0.396;0.314;27.5;8.049;0.972;747.5;42.1;20.1;32.9;52.5;31.5;9.5;2.9;0.9
510;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2014;0.407;0.336;28.3;8.258;0.98;758.6;43.7;20.5;33.3;53.6;33.2;10.5;3.2;1.0
511;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2015;0.397;0.33;27.5;7.889;0.966;777.7;43.1;20.7;33.3;53.3;33.5;10.2;3.2;1.1
512;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2016;0.396;0.316;27.5;7.896;0.967;792.6;44.0;21.2;34.1;54.6;34.9;10.6;3.2;1.0
513;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2017;0.403;0.353;27.9;8.141;0.965;809.9;45.9;21.8;35.3;56.2;37.2;11.5;3.6;1.2
514;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2018;0.395;0.312;27.3;7.981;0.956;833.7;46.2;22.2;36.2;57.2;38.5;11.6;3.5;1.1
515;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2019;0.407;0.363;28.1;8.475;0.959;858.1;49.1;23.1;37.9;59.8;42.1;13.2;4.2;1.5
516;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2020;0.399;0.337;27.5;8.292;0.958;884.0;49.9;23.8;39.2;61.8;44.1;13.3;4.1;1.5
517;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2021;;;;;;;;;;;;;;
518;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2022;;;;;;;;;;;;;;
519;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: westers;2023;;;;;;;;;;;;;;
520;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2011;0.365;0.246;25.6;6.686;0.935;716.6;29.0;15.8;22.6;37.4;20.8;2.7;0.6;0.2
521;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2012;0.374;0.273;26.3;6.969;0.961;733.6;29.4;15.8;22.5;37.8;21.6;3.0;0.7;0.2
522;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2013;0.372;0.258;26.3;6.817;0.971;747.0;29.8;15.9;22.6;38.3;22.3;3.1;0.7;0.2
523;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2014;0.375;0.268;26.5;6.731;0.969;760.2;30.8;16.5;23.0;39.2;23.4;3.4;0.8;0.2
524;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2015;0.369;0.256;26.2;6.482;0.961;780.9;31.1;16.8;23.4;39.7;24.3;3.6;0.8;0.3
525;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2016;0.37;0.255;26.3;6.439;0.975;809.5;32.1;17.2;24.0;41.0;26.0;3.9;0.9;0.2
526;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2017;0.371;0.26;26.5;6.411;0.989;845.7;33.5;17.7;25.0;42.9;28.3;4.3;0.9;0.3
527;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2018;0.37;0.252;26.4;6.359;0.994;880.3;34.8;18.1;26.4;44.7;30.6;4.8;1.0;0.3
528;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2019;0.375;0.264;26.7;6.55;1.005;914.2;37.1;18.8;28.2;47.6;33.9;5.7;1.2;0.3
529;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2020;0.375;0.266;26.7;6.596;1.018;950.8;38.9;19.4;29.9;50.4;37.0;6.5;1.4;0.4
530;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2021;;;;;;;;;;;;;;
531;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2022;;;;;;;;;;;;;;
532;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: niet-westers;2023;;;;;;;;;;;;;;
533;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2011;0.289;0.16;19.4;4.68;0.619;3954.7;49.9;32.5;45.1;60.8;197.3;56.3;9.6;2.0
534;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2012;0.293;0.163;19.7;4.807;0.637;3945.9;51.0;32.9;46.0;62.5;201.2;58.5;9.8;2.0
535;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2013;0.295;0.165;19.8;4.82;0.637;3906.0;52.3;33.6;46.9;63.8;204.1;61.1;10.8;2.3
536;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2014;0.297;0.169;20.0;4.875;0.641;3886.0;53.4;34.1;47.8;65.1;207.4;61.2;9.2;1.9
537;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2015;0.295;0.166;19.8;4.811;0.641;3921.0;53.2;34.0;47.8;65.0;208.6;62.3;11.2;2.4
538;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2016;0.295;0.164;19.8;4.877;0.648;3960.2;54.1;34.5;48.8;66.5;214.2;62.6;10.5;2.1
539;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2017;0.296;0.169;19.8;4.915;0.647;4020.1;55.4;35.4;50.1;68.2;222.9;63.6;9.5;1.8
540;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2018;0.295;0.164;19.7;4.922;0.646;4111.1;56.1;36.0;50.9;69.1;230.6;65.6;10.5;2.0
541;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2019;0.296;0.166;19.7;4.955;0.647;4177.5;58.4;37.4;53.0;72.0;244.1;68.3;9.7;1.6
542;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2020;0.292;0.162;19.5;4.813;0.639;4193.4;60.8;39.3;55.2;74.9;255.1;72.7;11.5;2.2
543;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2021;0.296;0.169;19.8;4.917;0.648;4220.7;63.0;40.3;56.8;77.4;266.0;76.5;12.7;2.8
544;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2022;0.294;0.165;19.6;4.873;0.647;4311.5;67.2;43.1;60.9;82.8;289.8;83.0;13.5;2.7
545;Gestandaardiseerd bruto inkomen;Bron: Inkomen als werknemer;2023;0.294;0.161;19.6;4.86;0.651;4371.5;71.5;45.8;64.8;88.2;312.8;90.1;14.2;2.3
546;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2011;0.431;0.402;29.1;13.14;0.943;613.6;53.2;25.1;41.3;64.4;32.6;15.3;5.9;1.9
547;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2012;0.438;0.414;29.6;13.97;0.981;617.0;52.6;24.0;40.6;64.2;32.5;15.0;5.8;2.0
548;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2013;0.429;0.389;28.9;13.03;0.977;619.7;51.6;23.8;40.5;63.8;32.0;14.0;5.0;1.6
549;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2014;0.462;0.45;31.5;13.69;0.997;636.5;58.4;25.1;42.1;67.4;37.2;18.5;8.1;2.3
550;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2015;0.411;0.373;27.5;10.61;0.923;657.3;53.5;25.9;42.9;65.9;35.2;15.0;5.0;1.8
551;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2016;0.412;0.368;27.7;10.24;0.925;677.2;57.0;27.5;45.2;69.6;38.6;17.2;5.9;2.2
552;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2017;0.412;0.357;27.7;10.04;0.918;686.8;59.8;28.9;47.2;72.6;41.1;18.5;6.2;1.9
553;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2018;0.414;0.377;27.8;9.756;0.896;713.8;62.3;30.3;48.8;74.3;44.5;20.5;7.7;2.9
554;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2019;0.46;0.529;31.2;11.54;0.918;735.1;71.2;31.5;50.7;78.4;52.3;26.8;12.8;5.7
555;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2020;0.415;0.407;27.8;9.232;0.87;716.6;68.8;33.7;52.9;80.1;49.3;22.9;9.2;3.9
556;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2021;0.406;0.373;27.3;8.899;0.876;751.8;70.7;35.1;55.3;83.8;53.1;24.4;9.0;3.5
557;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2022;0.412;0.396;27.6;9.151;0.87;796.6;74.5;36.6;57.7;87.2;59.3;26.8;10.6;4.3
558;Gestandaardiseerd bruto inkomen;Bron: Inkomen als zelfstandige (totaal);2023;0.429;0.464;28.6;9.832;0.868;815.9;79.3;37.9;60.0;90.3;64.7;29.2;12.8;6.0
559;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2011;0.317;0.231;22.6;4.744;0.658;2779.3;27.9;17.5;22.4;32.5;77.6;8.5;3.2;1.6
560;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2012;0.32;0.238;22.8;4.829;0.665;2849.3;28.3;17.6;22.7;33.0;80.7;8.9;3.4;1.7
561;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2013;0.32;0.236;22.7;4.834;0.664;2942.1;28.5;17.8;22.9;33.3;83.9;9.1;3.4;1.7
562;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2014;0.34;0.29;24.3;5.173;0.658;2973.8;30.1;18.2;23.3;33.9;89.6;12.8;6.3;2.5
563;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2015;0.317;0.233;22.6;4.719;0.654;2990.2;29.3;18.3;23.5;34.0;87.6;9.7;3.7;1.7
564;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2016;0.32;0.241;23.0;4.714;0.662;2985.9;30.3;18.7;24.0;34.9;90.4;10.7;4.4;2.0
565;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2017;0.35;0.328;25.5;5.166;0.671;2988.0;32.7;19.2;24.5;35.9;97.8;16.3;9.3;4.1
566;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2018;0.321;0.26;23.2;4.588;0.662;2935.8;31.8;19.5;24.8;36.2;93.3;11.5;5.3;2.5
567;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2019;0.34;0.333;24.8;4.879;0.666;2914.8;34.0;20.1;25.8;37.6;99.2;14.9;8.5;4.2
568;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2020;0.32;0.264;23.2;4.611;0.664;2984.5;33.5;20.5;26.4;38.4;100.0;11.6;5.6;2.8
569;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2021;0.319;0.271;23.1;4.527;0.669;2978.9;34.8;21.1;27.4;39.7;103.5;12.0;6.0;2.9
570;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2022;0.309;0.262;22.6;4.275;0.636;2933.4;36.7;22.9;28.8;41.6;107.5;11.8;6.2;3.3
571;Gestandaardiseerd bruto inkomen;Bron: Overdrachtsinkomen;2023;0.326;0.32;23.6;4.639;0.656;2969.5;40.1;24.5;31.2;45.2;119.0;14.8;8.7;5.2
572;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2011;0.295;0.21;21.3;4.05;0.629;2329.3;30.6;19.3;24.7;35.1;71.4;8.5;3.2;1.6
573;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2012;0.298;0.215;21.4;4.11;0.631;2381.1;31.1;19.5;25.1;35.7;74.1;8.9;3.4;1.7
574;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2013;0.297;0.214;21.3;4.116;0.631;2437.2;31.5;19.7;25.5;36.1;76.7;9.1;3.4;1.7
575;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2014;0.32;0.269;23.2;4.429;0.627;2452.1;33.4;20.2;26.0;36.9;81.9;12.8;6.3;2.5
576;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2015;0.294;0.211;21.2;4.017;0.62;2455.9;32.4;20.5;26.2;37.0;79.6;9.6;3.7;1.7
577;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2016;0.301;0.221;21.7;4.117;0.626;2458.3;33.5;20.9;26.8;38.0;82.3;10.7;4.4;2.0
578;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2017;0.337;0.315;24.6;4.717;0.637;2472.4;36.2;21.3;27.4;39.1;89.4;16.3;9.3;4.1
579;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2018;0.307;0.247;22.2;4.209;0.63;2451.6;34.8;21.5;27.6;39.2;85.2;11.5;5.3;2.5
580;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2019;0.329;0.324;24.1;4.555;0.63;2457.0;37.2;22.2;28.6;40.5;91.3;14.9;8.5;4.2
581;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2020;0.306;0.251;22.2;4.219;0.627;2498.5;36.6;22.7;29.3;41.4;91.5;11.6;5.6;2.8
582;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2021;0.306;0.26;22.1;4.202;0.628;2516.8;37.8;23.3;30.2;42.6;95.2;12.0;6.0;2.9
583;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2022;0.298;0.253;21.8;3.984;0.612;2496.1;39.7;24.8;31.6;44.4;99.0;11.8;6.2;3.3
584;Gestandaardiseerd bruto inkomen;Bron: Uitkering inkomensverzekering;2023;0.312;0.31;22.7;4.231;0.628;2517.6;43.6;26.5;34.4;48.4;109.8;14.8;8.7;5.2
585;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2011;0.257;0.116;18.4;3.557;0.624;82.1;27.9;18.9;25.2;34.7;2.3;;;
586;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2012;0.258;0.117;18.5;3.617;0.628;95.8;27.9;18.9;25.1;34.7;2.7;;;
587;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2013;0.251;0.109;17.9;3.504;0.604;121.1;28.6;19.6;25.9;35.3;3.5;;;
588;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2014;0.252;0.111;18.0;3.52;0.604;127.1;29.2;20.1;26.3;36.1;3.7;;;
589;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2015;0.254;0.111;18.2;3.538;0.622;112.3;30.0;20.5;27.0;37.4;3.4;;;
590;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2016;0.257;0.114;18.4;3.614;0.644;95.1;31.1;21.0;28.1;39.2;3.0;;;
591;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2017;0.264;0.124;18.8;3.74;0.657;77.4;32.2;21.5;29.4;40.8;2.5;;;
592;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2018;0.263;0.119;18.8;3.689;0.68;60.7;33.3;22.0;30.6;42.8;2.0;;;
593;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2019;0.268;0.123;19.1;3.754;0.687;51.6;34.0;22.4;31.1;43.7;1.8;0.0;;
594;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2020;0.268;0.124;19.1;3.755;0.679;56.7;32.8;21.9;29.5;41.8;1.9;0.0;0.0;
595;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2021;0.268;0.123;19.1;3.745;0.676;45.9;32.5;22.0;29.3;41.6;1.5;0.0;;
596;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2022;0.263;0.117;18.9;3.388;0.692;30.5;35.5;24.0;31.8;45.3;1.1;0.0;;
