ID;EnergieverbruikersSBI2008;Perioden;TotaalNettoEnergieverbruik_1;Omzettingsverliezen_2;EnergetischFinaalVerbruik_3;NietEnergetischFinaalVerbruik_4;OverigeEnergieverliezen_5;TotaalBrutoEnergieverbruik_6;Winning_7;TotaalEnergieIngekocht_8;SteenkoolEnSteenkoolproducten_9;Aardoliegrondstoffen_10;MotorbrandstoffenVoorWegverkeer_11;OverigeAardolieproducten_12;OverigeEnergieproducten_13
575;G Handel;2000;86;0;86;0;0;167;0;167;0;4;24;78;62
576;G Handel;2001;93;0;93;0;0;183;0;183;0;4;24;87;68
577;G Handel;2002;94;0;94;0;0;264;0;264;0;9;24;160;70
578;G Handel;2003;96;0;96;0;0;304;0;304;0;8;25;201;71
579;G Handel;2004;100;1;99;0;0;390;0;390;0;8;24;283;75
580;G Handel;2005;95;2;92;0;0;409;0;409;0;12;24;305;68
581;G Handel;2006;101;1;101;0;0;440;2;438;0;11;24;326;77
582;G Handel;2007;94;-1;95;0;0;419;4;415;0;12;24;307;72
583;G Handel;2008;101;0;100;0;0;356;5;352;0;14;23;237;77
584;G Handel;2009;98;1;97;0;0;404;7;398;0;12;23;289;75
585;G Handel;2010;108;1;106;0;0;489;3;486;0;19;23;360;83
586;G Handel;2011;96;1;94;0;0;445;5;441;0;17;23;329;71
587;G Handel;2012;94;0;93;0;0;584;5;579;0;20;23;462;74
588;G Handel;2013;97;1;96;0;0;633;6;627;0;32;23;499;73
589;H Vervoer en opslag;1995;322;0;320;2;0;322;0;322;0;0;81;223;19
590;H Vervoer en opslag;1996;340;0;338;2;0;340;0;340;0;0;81;238;21
591;H Vervoer en opslag;1997;359;0;357;2;0;359;0;359;0;0;84;255;20
592;H Vervoer en opslag;1998;376;0;374;2;0;376;0;376;0;0;87;268;21
593;H Vervoer en opslag;1999;404;0;401;3;0;404;0;404;0;0;95;288;20
594;H Vervoer en opslag;2000;410;0;407;3;0;410;0;410;0;0;96;293;21
595;H Vervoer en opslag;2001;406;0;403;3;0;406;0;406;0;0;94;290;22
596;H Vervoer en opslag;2002;401;0;398;3;0;401;0;401;0;0;95;284;22
597;H Vervoer en opslag;2003;406;0;403;3;0;406;0;406;0;0;94;288;23
598;H Vervoer en opslag;2004;409;0;406;3;0;409;0;409;0;0;94;290;25
599;H Vervoer en opslag;2005;417;0;413;4;0;417;0;417;0;0;95;299;23
600;H Vervoer en opslag;2006;409;0;406;3;0;409;0;409;0;0;96;288;25
601;H Vervoer en opslag;2007;426;0;423;2;0;426;0;426;0;0;99;304;23
602;H Vervoer en opslag;2008;435;0;431;3;0;435;0;435;0;0;99;311;25
603;H Vervoer en opslag;2009;407;0;404;3;0;407;0;407;0;0;97;286;24
604;H Vervoer en opslag;2010;407;0;405;3;0;407;0;407;0;0;93;283;31
605;H Vervoer en opslag;2011;411;0;409;2;0;411;0;411;0;0;92;288;31
606;H Vervoer en opslag;2012;411;0;410;2;0;411;0;411;0;0;90;292;30
607;H Vervoer en opslag;2013;413;0;412;2;0;413;0;413;0;0;88;295;30
608;49 Vervoer over land;1995;90;0;89;1;0;90;0;90;0;0;76;3;11
609;49 Vervoer over land;1996;92;0;91;2;0;92;0;92;0;0;76;4;12
610;49 Vervoer over land;1997;94;0;93;1;0;94;0;94;0;0;79;3;12
611;49 Vervoer over land;1998;97;0;96;1;0;97;0;97;0;0;82;3;12
612;49 Vervoer over land;1999;104;0;103;1;0;104;0;104;0;0;90;3;11
613;49 Vervoer over land;2000;106;0;105;1;0;106;0;106;0;0;91;3;12
614;49 Vervoer over land;2001;104;0;103;1;0;104;0;104;0;0;89;3;12
615;49 Vervoer over land;2002;105;0;103;1;0;105;0;105;0;0;89;3;12
616;49 Vervoer over land;2003;104;0;103;1;0;104;0;104;0;0;89;3;13
617;49 Vervoer over land;2004;104;0;103;1;0;104;0;104;0;0;88;3;13
618;49 Vervoer over land;2005;104;0;102;2;0;104;0;104;0;0;88;3;12
619;49 Vervoer over land;2006;106;0;104;1;0;106;0;106;0;0;90;3;13
620;49 Vervoer over land;2007;107;0;106;1;0;107;0;107;0;0;92;2;12
621;49 Vervoer over land;2008;108;0;106;1;0;108;0;108;0;0;92;3;13
622;49 Vervoer over land;2009;105;0;103;1;0;105;0;105;0;0;90;2;13
623;49 Vervoer over land;2010;104;0;103;1;0;104;0;104;0;0;85;3;16
624;49 Vervoer over land;2011;103;0;102;1;0;103;0;103;0;0;85;2;16
625;49 Vervoer over land;2012;100;0;99;1;0;100;0;100;0;0;82;2;16
626;49 Vervoer over land;2013;99;0;98;1;0;99;0;99;0;0;81;2;16
627;50 Vervoer over water;1995;99;0;99;0;0;99;0;99;0;0;0;99;0
628;50 Vervoer over water;1996;99;0;99;0;0;99;0;99;0;0;0;98;0
629;50 Vervoer over water;1997;108;0;107;0;0;108;0;108;0;0;0;107;0
630;50 Vervoer over water;1998;111;0;110;0;0;111;0;111;0;0;0;110;0
631;50 Vervoer over water;1999;123;0;122;1;0;123;0;123;0;0;0;123;0
632;50 Vervoer over water;2000;126;0;125;1;0;126;0;126;0;0;0;125;0
633;50 Vervoer over water;2001;126;0;125;1;0;126;0;126;0;0;0;125;0
634;50 Vervoer over water;2002;118;0;117;1;0;118;0;118;0;0;0;118;0
635;50 Vervoer over water;2003;124;0;123;1;0;124;0;124;0;0;0;123;0
636;50 Vervoer over water;2004;122;0;121;1;0;122;0;122;0;0;0;122;0
637;50 Vervoer over water;2005;124;0;123;1;0;124;0;124;0;0;0;124;0
638;50 Vervoer over water;2006;105;0;104;1;0;105;0;105;0;0;0;105;0
639;50 Vervoer over water;2007;117;0;116;1;0;117;0;117;0;0;0;116;0
640;50 Vervoer over water;2008;121;0;120;1;0;121;0;121;0;0;0;121;0
641;50 Vervoer over water;2009;113;0;112;1;0;113;0;113;0;0;0;113;0
642;50 Vervoer over water;2010;111;0;110;1;0;111;0;111;0;0;0;110;1
643;50 Vervoer over water;2011;107;0;106;1;0;107;0;107;0;0;0;106;1
644;50 Vervoer over water;2012;112;0;111;1;0;112;0;112;0;0;0;111;1
645;50 Vervoer over water;2013;114;0;113;1;0;114;0;114;0;0;0;113;0
646;51 Vervoer door de lucht;1995;117;0;116;0;0;117;0;117;0;0;0;116;0
647;51 Vervoer door de lucht;1996;130;0;129;0;0;130;0;130;0;0;0;129;0
648;51 Vervoer door de lucht;1997;141;0;140;1;0;141;0;141;0;0;0;140;0
649;51 Vervoer door de lucht;1998;148;0;148;1;0;148;0;148;0;0;0;148;0
650;51 Vervoer door de lucht;1999;157;0;156;1;0;157;0;157;0;0;0;157;0
651;51 Vervoer door de lucht;2000;159;0;158;1;0;159;0;159;0;0;0;159;0
652;51 Vervoer door de lucht;2001;158;0;158;1;0;158;0;158;0;0;0;158;0
653;51 Vervoer door de lucht;2002;158;0;157;1;0;158;0;158;0;0;0;158;0
654;51 Vervoer door de lucht;2003;156;0;156;1;0;156;0;156;0;0;0;156;0
655;51 Vervoer door de lucht;2004;160;0;159;1;0;160;0;160;0;0;0;159;0
656;51 Vervoer door de lucht;2005;164;0;164;1;0;164;0;164;0;0;0;164;0
657;51 Vervoer door de lucht;2006;173;0;172;1;0;173;0;173;0;0;0;173;0
658;51 Vervoer door de lucht;2007;174;0;173;1;0;174;0;174;0;0;0;174;0
659;51 Vervoer door de lucht;2008;174;0;173;1;0;174;0;174;0;0;0;173;0
660;51 Vervoer door de lucht;2009;161;0;160;1;0;161;0;161;0;0;0;161;0
661;51 Vervoer door de lucht;2010;166;0;165;1;0;166;0;166;0;0;0;166;0
662;51 Vervoer door de lucht;2011;178;0;177;1;0;178;0;178;0;0;0;178;0
663;51 Vervoer door de lucht;2012;178;0;178;0;0;178;0;178;0;0;0;178;0
664;51 Vervoer door de lucht;2013;177;0;177;0;0;177;0;177;0;0;0;177;0
665;52 Opslag, dienstverlening voor vervoer;1995;14;0;14;0;0;14;0;14;0;0;3;5;6
666;52 Opslag, dienstverlening voor vervoer;1996;16;0;16;0;0;16;0;16;0;0;3;7;7
667;52 Opslag, dienstverlening voor vervoer;1997;14;0;14;0;0;14;0;14;0;0;3;4;7
668;52 Opslag, dienstverlening voor vervoer;1998;17;0;17;0;0;17;0;17;0;0;3;7;7
669;52 Opslag, dienstverlening voor vervoer;1999;17;0;17;0;0;17;0;17;0;0;3;6;7
670;52 Opslag, dienstverlening voor vervoer;2000;16;0;16;0;0;16;0;16;0;0;3;6;7
671;52 Opslag, dienstverlening voor vervoer;2001;16;0;16;0;0;16;0;16;0;0;3;4;8
672;52 Opslag, dienstverlening voor vervoer;2002;17;0;17;0;0;17;0;17;0;0;4;5;8
673;52 Opslag, dienstverlening voor vervoer;2003;19;0;19;0;0;19;0;19;0;0;3;6;9
674;52 Opslag, dienstverlening voor vervoer;2004;19;0;19;0;0;19;0;19;0;0;4;6;10
675;52 Opslag, dienstverlening voor vervoer;2005;21;0;21;0;0;21;0;21;0;0;4;8;9
676;52 Opslag, dienstverlening voor vervoer;2006;22;0;22;0;0;22;0;22;0;0;4;8;10
677;52 Opslag, dienstverlening voor vervoer;2007;26;0;26;0;0;26;0;26;0;0;5;11;10
678;52 Opslag, dienstverlening voor vervoer;2008;29;0;29;0;0;29;0;29;0;0;5;14;10
679;52 Opslag, dienstverlening voor vervoer;2009;25;0;25;0;0;25;0;25;0;0;5;10;10
680;52 Opslag, dienstverlening voor vervoer;2010;24;0;24;0;0;24;0;24;0;0;6;5;13
681;52 Opslag, dienstverlening voor vervoer;2011;21;0;21;0;0;21;0;21;0;0;6;2;13
682;52 Opslag, dienstverlening voor vervoer;2012;19;0;19;0;0;19;0;19;0;0;6;1;12
683;52 Opslag, dienstverlening voor vervoer;2013;21;0;21;0;0;21;0;21;0;0;6;3;12
684;53 Post en koeriers;1995;2;0;2;0;0;2;0;2;0;0;1;0;1
685;53 Post en koeriers;1996;2;0;2;0;0;2;0;2;0;0;1;0;1
686;53 Post en koeriers;1997;2;0;2;0;0;2;0;2;0;0;1;0;1
687;53 Post en koeriers;1998;3;0;3;0;0;3;0;3;0;0;2;0;1
688;53 Post en koeriers;1999;3;0;3;0;0;3;0;3;0;0;2;0;1
689;53 Post en koeriers;2000;3;0;3;0;0;3;0;3;0;0;2;0;1
690;53 Post en koeriers;2001;3;0;3;0;0;3;0;3;0;0;2;0;1
691;53 Post en koeriers;2002;3;0;3;0;0;3;0;3;0;0;2;0;1
692;53 Post en koeriers;2003;3;0;3;0;0;3;0;3;0;0;2;0;1
693;53 Post en koeriers;2004;3;0;3;0;0;3;0;3;0;0;2;0;1
694;53 Post en koeriers;2005;3;0;3;0;0;3;0;3;0;0;2;0;1
695;53 Post en koeriers;2006;3;0;3;0;0;3;0;3;0;0;2;0;1
696;53 Post en koeriers;2007;3;0;3;0;0;3;0;3;0;0;2;0;1
697;53 Post en koeriers;2008;3;0;3;0;0;3;0;3;0;0;2;0;1
698;53 Post en koeriers;2009;3;0;3;0;0;3;0;3;0;0;2;0;1
699;53 Post en koeriers;2010;3;0;3;0;0;3;0;3;0;0;1;0;1
700;53 Post en koeriers;2011;3;0;3;0;0;3;0;3;0;0;1;0;1
701;53 Post en koeriers;2012;3;0;3;0;0;3;0;3;0;0;1;0;1
702;53 Post en koeriers;2013;3;0;3;0;0;3;0;3;0;0;1;0;1
703;I Horeca;1995;24;0;24;0;0;24;0;24;0;0;1;0;23
704;I Horeca;1996;27;0;27;0;0;27;0;27;0;0;1;0;26
705;I Horeca;1997;25;0;25;0;0;25;0;25;0;0;1;0;23
706;I Horeca;1998;26;0;26;0;0;26;0;26;0;0;1;0;25
707;I Horeca;1999;23;0;23;0;0;23;0;23;0;0;1;0;22
708;I Horeca;2000;25;0;25;0;0;25;0;25;0;0;1;0;24
709;I Horeca;2001;28;0;28;0;0;28;0;28;0;0;1;0;26
710;I Horeca;2002;28;0;28;0;0;28;0;28;0;0;1;0;27
711;I Horeca;2003;28;0;28;0;0;28;0;28;0;0;1;0;27
712;I Horeca;2004;29;0;29;0;0;29;0;29;0;0;1;0;28
713;I Horeca;2005;27;0;27;0;0;27;0;27;0;0;1;0;25
714;I Horeca;2006;31;0;31;0;0;31;0;31;0;0;1;0;29
715;I Horeca;2007;28;0;28;0;0;28;0;28;0;0;1;0;27
716;I Horeca;2008;31;0;31;0;0;31;0;31;0;0;1;0;29
717;I Horeca;2009;29;0;29;0;0;29;0;29;0;0;1;0;28
718;I Horeca;2010;36;0;36;0;0;36;0;36;0;0;1;0;34
719;I Horeca;2011;31;0;31;0;0;31;0;31;0;0;1;0;30
720;I Horeca;2012;33;0;33;0;0;33;0;33;0;0;1;0;32
721;I Horeca;2013;33;0;33;0;0;33;0;33;0;0;1;0;32
722;J Informatie en communicatie;1995;13;0;13;0;0;13;0;13;0;0;2;0;12
723;J Informatie en communicatie;1996;15;0;15;0;0;15;0;15;0;0;2;0;13
724;J Informatie en communicatie;1997;14;0;14;0;0;14;0;14;0;0;2;0;13
725;J Informatie en communicatie;1998;15;0;15;0;0;15;0;15;0;0;2;0;14
726;J Informatie en communicatie;1999;15;0;15;0;0;15;0;15;0;0;2;0;13
727;J Informatie en communicatie;2000;16;0;16;0;0;16;0;16;0;0;2;0;14
728;J Informatie en communicatie;2001;17;0;17;0;0;17;0;17;0;0;2;0;15
729;J Informatie en communicatie;2002;15;0;15;0;0;15;0;15;0;0;2;0;13
730;J Informatie en communicatie;2003;14;0;14;0;0;14;0;14;0;0;2;0;12
731;J Informatie en communicatie;2004;14;0;14;0;0;14;0;14;0;0;2;0;12
732;J Informatie en communicatie;2005;13;0;13;0;0;13;0;13;0;0;2;0;11
733;J Informatie en communicatie;2006;14;0;14;0;0;14;0;14;0;0;2;0;12
734;J Informatie en communicatie;2007;13;0;13;0;0;13;0;13;0;0;2;0;12
735;J Informatie en communicatie;2008;13;0;13;0;0;13;0;13;0;0;2;0;12
736;J Informatie en communicatie;2009;13;0;13;0;0;13;0;13;0;0;2;0;11
737;J Informatie en communicatie;2010;17;0;17;0;0;17;0;17;0;0;2;0;15
738;J Informatie en communicatie;2011;17;0;17;0;0;17;0;17;0;0;3;0;14
739;J Informatie en communicatie;2012;19;0;19;0;0;19;0;19;0;0;3;0;16
740;J Informatie en communicatie;2013;18;0;18;0;0;18;0;18;0;0;3;0;16
741;K Financiële dienstverlening;1995;18;0;18;0;0;18;0;18;0;0;3;0;15
742;K Financiële dienstverlening;1996;20;0;20;0;0;20;0;20;0;0;3;0;17
743;K Financiële dienstverlening;1997;19;0;19;0;0;19;0;19;0;0;3;0;15
744;K Financiële dienstverlening;1998;19;0;19;0;0;19;0;19;0;0;3;0;16
745;K Financiële dienstverlening;1999;18;0;18;0;0;18;0;18;0;0;3;0;15
746;K Financiële dienstverlening;2000;19;0;19;0;0;19;0;19;0;0;3;0;16
747;K Financiële dienstverlening;2001;21;0;21;0;0;21;0;21;0;0;4;0;17
748;K Financiële dienstverlening;2002;22;0;22;0;0;22;0;22;0;0;4;0;18
749;K Financiële dienstverlening;2003;22;0;22;0;0;22;0;22;0;0;4;0;18
750;K Financiële dienstverlening;2004;23;0;23;0;0;23;0;23;0;0;5;0;19
751;K Financiële dienstverlening;2005;22;0;22;0;0;22;0;22;0;0;5;0;17
752;K Financiële dienstverlening;2006;25;0;25;0;0;25;-2;26;0;0;5;0;21
753;K Financiële dienstverlening;2007;23;0;23;0;0;23;-1;24;0;0;5;0;19
754;K Financiële dienstverlening;2008;23;0;23;0;0;23;1;22;0;0;5;0;17
755;K Financiële dienstverlening;2009;22;0;22;0;0;22;1;21;0;0;4;0;17
756;K Financiële dienstverlening;2010;19;0;19;0;0;19;1;18;0;0;4;0;14
757;K Financiële dienstverlening;2011;17;0;17;0;0;17;1;16;0;0;4;0;11
758;K Financiële dienstverlening;2012;18;0;18;0;0;18;1;17;0;0;4;0;13
759;K Financiële dienstverlening;2013;18;0;18;0;0;18;1;17;0;0;4;0;13
760;L Verhuur en handel van onroerend goed;1995;16;0;16;0;0;16;0;16;0;0;1;0;15
761;L Verhuur en handel van onroerend goed;1996;17;0;17;0;0;17;0;17;0;0;1;0;17
762;L Verhuur en handel van onroerend goed;1997;16;0;16;0;0;16;0;16;0;0;1;0;15
763;L Verhuur en handel van onroerend goed;1998;17;0;17;0;0;17;0;17;0;0;1;0;16
764;L Verhuur en handel van onroerend goed;1999;15;0;15;0;0;15;0;15;0;0;1;0;15
765;L Verhuur en handel van onroerend goed;2000;16;0;16;0;0;16;0;16;0;0;1;0;16
766;L Verhuur en handel van onroerend goed;2001;18;0;18;0;0;18;0;18;0;0;1;0;17
767;L Verhuur en handel van onroerend goed;2002;20;0;20;0;0;20;0;20;0;0;1;0;19
768;L Verhuur en handel van onroerend goed;2003;21;0;21;0;0;21;0;21;0;0;1;0;20
769;L Verhuur en handel van onroerend goed;2004;21;0;21;0;0;21;0;21;0;0;1;0;20
770;L Verhuur en handel van onroerend goed;2005;19;0;19;0;0;19;0;19;0;0;1;0;18
771;L Verhuur en handel van onroerend goed;2006;21;0;21;0;0;21;0;21;0;0;1;0;20
772;L Verhuur en handel van onroerend goed;2007;20;0;20;0;0;20;0;20;0;0;1;0;18
773;L Verhuur en handel van onroerend goed;2008;21;0;21;0;0;21;0;21;0;0;1;0;20
774;L Verhuur en handel van onroerend goed;2009;19;0;19;0;0;19;0;19;0;0;1;0;18
775;L Verhuur en handel van onroerend goed;2010;17;0;17;0;0;17;0;17;0;0;1;0;16
776;L Verhuur en handel van onroerend goed;2011;14;0;14;0;0;14;0;14;0;0;1;0;13
777;L Verhuur en handel van onroerend goed;2012;13;0;13;0;0;13;0;13;0;0;1;0;12
778;L Verhuur en handel van onroerend goed;2013;13;0;13;0;0;13;0;13;0;0;1;0;12
779;M-N Zakelijke dienstverlening;1995;43;0;43;0;0;43;0;43;0;0;23;1;19
780;M-N Zakelijke dienstverlening;1996;46;0;46;0;0;46;0;46;0;0;23;2;21
781;M-N Zakelijke dienstverlening;1997;44;0;44;0;0;44;0;44;0;0;24;1;19
782;M-N Zakelijke dienstverlening;1998;46;0;46;0;0;46;0;46;0;0;24;2;20
783;M-N Zakelijke dienstverlening;1999;46;0;46;0;0;46;0;46;0;0;26;2;18
784;M-N Zakelijke dienstverlening;2000;47;0;47;0;0;47;0;47;0;0;26;2;19
785;M-N Zakelijke dienstverlening;2001;50;0;50;0;0;50;0;50;0;0;27;1;22
786;M-N Zakelijke dienstverlening;2002;52;0;52;0;0;52;0;52;0;0;28;1;22
787;M-N Zakelijke dienstverlening;2003;52;0;52;0;0;52;0;52;0;0;28;2;23
788;M-N Zakelijke dienstverlening;2004;55;0;55;0;0;55;0;55;0;0;29;2;24
789;M-N Zakelijke dienstverlening;2005;54;0;54;0;0;54;0;54;0;0;30;2;22
790;M-N Zakelijke dienstverlening;2006;59;0;59;0;0;59;0;59;0;0;32;2;25
791;M-N Zakelijke dienstverlening;2007;60;0;60;0;0;60;0;60;0;0;33;3;23
792;M-N Zakelijke dienstverlening;2008;66;0;66;0;0;66;0;66;0;0;36;4;25
793;M-N Zakelijke dienstverlening;2009;61;0;61;0;0;61;0;61;0;0;34;3;25
794;M-N Zakelijke dienstverlening;2010;52;0;52;0;0;52;0;52;0;0;28;1;22
795;M-N Zakelijke dienstverlening;2011;45;0;45;0;0;45;0;45;0;0;26;1;18
796;M-N Zakelijke dienstverlening;2012;44;0;44;0;0;44;0;44;0;0;25;0;19
797;M-N Zakelijke dienstverlening;2013;44;0;44;0;0;44;0;44;0;0;25;1;19
798;M Specialistische zakelijke diensten;1995;17;0;17;0;0;17;0;17;0;0;5;0;13
799;M Specialistische zakelijke diensten;1996;19;0;19;0;0;19;0;19;0;0;5;0;14
800;M Specialistische zakelijke diensten;1997;18;0;18;0;0;18;0;18;0;0;5;0;13
801;M Specialistische zakelijke diensten;1998;18;0;18;0;0;18;0;18;0;0;5;0;13
802;M Specialistische zakelijke diensten;1999;17;0;17;0;0;17;0;17;0;0;5;0;12
803;M Specialistische zakelijke diensten;2000;18;0;18;0;0;18;0;18;0;0;5;0;13
804;M Specialistische zakelijke diensten;2001;20;0;20;0;0;20;0;20;0;0;6;0;14
805;M Specialistische zakelijke diensten;2002;21;0;21;0;0;21;0;21;0;0;6;0;15
806;M Specialistische zakelijke diensten;2003;22;0;22;0;0;22;0;22;0;0;6;0;15
807;M Specialistische zakelijke diensten;2004;22;0;22;0;0;22;0;22;0;0;6;0;16
808;M Specialistische zakelijke diensten;2005;21;0;21;0;0;21;0;21;0;0;7;0;14
809;M Specialistische zakelijke diensten;2006;24;0;24;0;0;24;0;24;0;0;7;0;16
810;M Specialistische zakelijke diensten;2007;23;0;23;0;0;23;0;23;0;0;8;0;15
811;M Specialistische zakelijke diensten;2008;25;0;25;0;0;25;0;25;0;0;8;0;17
812;M Specialistische zakelijke diensten;2009;23;0;23;0;0;23;0;23;0;0;6;0;17
813;M Specialistische zakelijke diensten;2010;21;0;21;0;0;21;0;21;0;0;6;0;14
814;M Specialistische zakelijke diensten;2011;18;0;18;0;0;18;0;18;0;0;6;0;12
815;M Specialistische zakelijke diensten;2012;18;0;18;0;0;18;0;18;0;0;6;0;12
816;M Specialistische zakelijke diensten;2013;18;0;18;0;0;18;0;18;0;0;6;0;12
817;N Verhuur en overige zakelijke diensten;1995;26;0;26;0;0;26;0;26;0;0;18;1;6
818;N Verhuur en overige zakelijke diensten;1996;27;0;27;0;0;27;0;27;0;0;18;2;7
819;N Verhuur en overige zakelijke diensten;1997;27;0;27;0;0;27;0;27;0;0;19;1;7
820;N Verhuur en overige zakelijke diensten;1998;28;0;28;0;0;28;0;28;0;0;19;2;7
821;N Verhuur en overige zakelijke diensten;1999;29;0;29;0;0;29;0;29;0;0;21;2;6
822;N Verhuur en overige zakelijke diensten;2000;29;0;29;0;0;29;0;29;0;0;21;2;7
823;N Verhuur en overige zakelijke diensten;2001;30;0;30;0;0;30;0;30;0;0;21;1;7
824;N Verhuur en overige zakelijke diensten;2002;31;0;31;0;0;31;0;31;0;0;22;1;7
825;N Verhuur en overige zakelijke diensten;2003;31;0;31;0;0;31;0;31;0;0;22;2;8
826;N Verhuur en overige zakelijke diensten;2004;32;0;32;0;0;32;0;32;0;0;23;2;8
827;N Verhuur en overige zakelijke diensten;2005;33;0;33;0;0;33;0;33;0;0;23;2;7
828;N Verhuur en overige zakelijke diensten;2006;35;0;35;0;0;35;0;35;0;0;24;2;9
829;N Verhuur en overige zakelijke diensten;2007;37;0;37;0;0;37;0;37;0;0;25;3;8
830;N Verhuur en overige zakelijke diensten;2008;41;0;41;0;0;41;0;41;0;0;28;4;9
831;N Verhuur en overige zakelijke diensten;2009;39;0;39;0;0;39;0;39;0;0;28;3;8
832;N Verhuur en overige zakelijke diensten;2010;31;0;31;0;0;31;0;31;0;0;22;1;8
833;N Verhuur en overige zakelijke diensten;2011;27;0;27;0;0;27;0;27;0;0;20;1;6
834;N Verhuur en overige zakelijke diensten;2012;26;0;26;0;0;26;0;26;0;0;19;0;7
835;N Verhuur en overige zakelijke diensten;2013;26;0;26;0;0;26;0;26;0;0;19;1;7
836;O-Q Overheid en zorg;1995;86;0;86;0;0;86;0;86;0;0;6;9;70
837;O-Q Overheid en zorg;1996;95;0;95;0;0;95;0;95;0;0;6;10;79
838;O-Q Overheid en zorg;1997;86;0;86;0;0;86;0;86;0;0;6;9;71
839;O-Q Overheid en zorg;1998;92;0;92;0;0;92;0;92;0;0;6;11;74
840;O-Q Overheid en zorg;1999;82;0;82;0;0;82;0;82;0;0;7;10;65
841;O-Q Overheid en zorg;2000;87;0;87;0;0;87;0;87;0;0;7;11;69
842;O-Q Overheid en zorg;2001;94;0;94;0;0;94;0;94;0;0;8;9;78
843;O-Q Overheid en zorg;2002;103;0;103;0;0;103;0;102;0;0;8;9;85
844;O-Q Overheid en zorg;2003;108;0;108;0;0;109;0;109;0;0;8;9;91
845;O-Q Overheid en zorg;2004;107;0;107;0;0;109;0;109;0;0;9;9;91
846;O-Q Overheid en zorg;2005;99;0;99;0;0;102;0;101;0;0;10;9;83
847;O-Q Overheid en zorg;2006;110;0;110;0;0;113;0;113;0;0;10;9;94
848;O-Q Overheid en zorg;2007;106;0;106;0;0;107;0;106;0;0;10;10;87
849;O-Q Overheid en zorg;2008;113;-1;114;0;0;114;0;114;0;0;9;13;92
850;O-Q Overheid en zorg;2009;117;0;117;0;0;117;0;117;0;0;9;10;99
851;O-Q Overheid en zorg;2010;129;0;129;0;0;129;0;128;0;0;10;7;112
852;O-Q Overheid en zorg;2011;107;0;107;0;0;109;0;109;0;0;10;6;93
853;O-Q Overheid en zorg;2012;121;0;121;0;0;122;0;122;0;0;10;5;107
854;O-Q Overheid en zorg;2013;131;0;131;0;0;131;0;131;0;0;10;6;115
855;O Openbaar bestuur en overheidsdiensten;1995;42;0;42;0;0;42;0;42;0;0;4;9;29
856;O Openbaar bestuur en overheidsdiensten;1996;46;0;46;0;0;46;0;46;0;0;4;10;32
857;O Openbaar bestuur en overheidsdiensten;1997;42;0;42;0;0;42;0;42;0;0;4;9;29
858;O Openbaar bestuur en overheidsdiensten;1998;46;0;46;0;0;46;0;46;0;0;4;11;31
859;O Openbaar bestuur en overheidsdiensten;1999;42;0;42;0;0;42;0;42;0;0;4;10;27
860;O Openbaar bestuur en overheidsdiensten;2000;44;0;44;0;0;44;0;44;0;0;4;11;29
861;O Openbaar bestuur en overheidsdiensten;2001;45;0;45;0;0;45;0;45;0;0;5;9;32
862;O Openbaar bestuur en overheidsdiensten;2002;49;0;49;0;0;49;0;49;0;0;5;9;35
863;O Openbaar bestuur en overheidsdiensten;2003;50;0;50;0;0;51;0;51;0;0;5;9;37
864;O Openbaar bestuur en overheidsdiensten;2004;49;0;49;0;0;50;0;50;0;0;5;9;36
865;O Openbaar bestuur en overheidsdiensten;2005;45;0;45;0;0;47;0;47;0;0;6;9;32
866;O Openbaar bestuur en overheidsdiensten;2006;49;0;49;0;0;51;0;51;0;0;6;9;36
867;O Openbaar bestuur en overheidsdiensten;2007;49;0;49;0;0;49;0;49;0;0;5;10;33
868;O Openbaar bestuur en overheidsdiensten;2008;51;-1;52;0;0;52;0;52;0;0;5;13;34
869;O Openbaar bestuur en overheidsdiensten;2009;52;0;52;0;0;52;0;52;0;0;4;10;38
870;O Openbaar bestuur en overheidsdiensten;2010;49;0;49;0;0;49;0;48;0;0;4;7;37
871;O Openbaar bestuur en overheidsdiensten;2011;39;0;39;0;0;41;0;41;0;0;5;6;31
872;O Openbaar bestuur en overheidsdiensten;2012;47;0;47;0;0;48;0;48;0;0;5;5;38
873;O Openbaar bestuur en overheidsdiensten;2013;53;0;53;0;0;53;0;53;0;0;4;6;42
874;P Onderwijs;1995;17;0;17;0;0;17;0;17;0;0;1;0;16
875;P Onderwijs;1996;19;0;19;0;0;19;0;19;0;0;1;0;18
876;P Onderwijs;1997;17;0;17;0;0;17;0;17;0;0;1;0;16
877;P Onderwijs;1998;18;0;18;0;0;18;0;18;0;0;1;0;16
878;P Onderwijs;1999;16;0;16;0;0;16;0;16;0;0;1;0;14
879;P Onderwijs;2000;16;0;16;0;0;16;0;16;0;0;1;0;15
880;P Onderwijs;2001;18;0;18;0;0;18;0;18;0;0;1;0;17
881;P Onderwijs;2002;20;0;20;0;0;20;0;20;0;0;1;0;19
882;P Onderwijs;2003;21;0;21;0;0;21;0;21;0;0;2;0;20
883;P Onderwijs;2004;21;0;21;0;0;21;0;21;0;0;2;0;20
884;P Onderwijs;2005;19;0;19;0;0;19;0;19;0;0;2;0;18
885;P Onderwijs;2006;22;0;22;0;0;22;0;22;0;0;2;0;20
886;P Onderwijs;2007;21;0;21;0;0;21;0;21;0;0;2;0;19
887;P Onderwijs;2008;22;0;23;0;0;22;0;22;0;0;2;0;20
888;P Onderwijs;2009;24;0;24;0;0;24;0;24;0;0;2;0;22
